"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"3.png","1.png","m"
"2",2,"6.png","2.png","z"
"3",3,"5.png","1.png","z"
"4",4,"7.png","1.png","m"
"5",5,"2_R.png","2_R.png","m"
"6",6,"11.png","3.png","z"
"7",7,"5_R.png","1_R.png","m"
"8",8,"4_R.png","2_R.png","z"
"9",9,"8_R.png","2_R.png","z"
"10",10,"8.png","2.png","m"
"11",11,"10.png","4.png","m"
"12",12,"1.png","1.png","z"
"13",13,"9.png","3.png","m"
"14",14,"12_R.png","4_R.png","z"
"15",15,"2.png","2.png","m"
"16",16,"3_R.png","1_R.png","z"
"17",17,"4.png","2.png","m"
"18",18,"9_R.png","3_R.png","z"
"19",19,"7_R.png","1_R.png","z"
"20",20,"11_R.png","3_R.png","m"
"21",21,"1_R.png","1_R.png","m"
"22",22,"10_R.png","4_R.png","m"
"23",23,"6_R.png","2_R.png","m"
"24",24,"12.png","4.png","m"
