"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"6_R.png","2_R.png","m"
"2",2,"9.png","3.png","m"
"3",3,"1.png","1.png","z"
"4",4,"11.png","3.png","z"
"5",5,"12_R.png","4_R.png","z"
"6",6,"2_R.png","2_R.png","m"
"7",7,"7_R.png","1_R.png","z"
"8",8,"5.png","1.png","z"
"9",9,"12.png","4.png","m"
"10",10,"7.png","1.png","m"
"11",11,"3_R.png","1_R.png","z"
"12",12,"4_R.png","2_R.png","z"
"13",13,"2.png","2.png","z"
"14",14,"9_R.png","3_R.png","z"
"15",15,"10.png","4.png","z"
"16",16,"8_R.png","2_R.png","z"
"17",17,"3.png","1.png","m"
"18",18,"5_R.png","1_R.png","m"
"19",19,"10_R.png","4_R.png","m"
"20",20,"8.png","2.png","m"
"21",21,"11_R.png","3_R.png","m"
"22",22,"6.png","2.png","z"
"23",23,"4.png","2.png","m"
"24",24,"1_R.png","1_R.png","m"
