"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"12_R.png","4_R.png","z"
"2",2,"11_R.png","3_R.png","m"
"3",3,"8.png","2.png","m"
"4",4,"1_R.png","1_R.png","m"
"5",5,"7.png","1.png","m"
"6",6,"7_R.png","1_R.png","z"
"7",7,"6.png","2.png","z"
"8",8,"10_R.png","4_R.png","m"
"9",9,"3.png","1.png","m"
"10",10,"3_R.png","1_R.png","z"
"11",11,"2_R.png","2_R.png","m"
"12",12,"11.png","3.png","z"
"13",13,"1.png","1.png","z"
"14",14,"5.png","1.png","z"
"15",15,"2.png","2.png","z"
"16",16,"9.png","3.png","m"
"17",17,"4_R.png","2_R.png","z"
"18",18,"6_R.png","2_R.png","m"
"19",19,"9_R.png","3_R.png","z"
"20",20,"10.png","4.png","z"
"21",21,"4.png","2.png","m"
"22",22,"12.png","4.png","m"
"23",23,"8_R.png","2_R.png","z"
"24",24,"5_R.png","1_R.png","m"
