"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"6.png","2.png","null"
"2",2,"11.png","3.png","m"
"3",3,"4.png","2.png","z"
"4",4,"4_R.png","2_R.png","z"
"5",5,"1.png","1.png","z"
"6",6,"5_R.png","1_R.png","m"
"7",7,"1_R.png","1_R.png","m"
"8",8,"9_R.png","3_R.png","m"
"9",9,"9.png","3.png","m"
"10",10,"3.png","1.png","z"
"11",11,"8.png","2.png","m"
"12",12,"11_R.png","3_R.png","z"
"13",13,"6_R.png","2_R.png","z"
"14",14,"10.png","4.png","m"
"15",15,"5.png","1.png","z"
"16",16,"12_R.png","4_R.png","z"
"17",17,"3_R.png","1_R.png","z"
"18",18,"2.png","2.png","z"
"19",19,"2_R.png","2_R.png","z"
"20",20,"7.png","1.png","z"
"21",21,"10_R.png","4_R.png","m"
"22",22,"12.png","4.png","m"
"23",23,"7_R.png","1_R.png","z"
"24",24,"8_R.png","2_R.png","z"
