"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"3_R.png","1_R.png","z"
"2",2,"9_R.png","3_R.png","null"
"3",3,"2.png","2.png","z"
"4",4,"11.png","3.png","m"
"5",5,"7_R.png","1_R.png","z"
"6",6,"5_R.png","1_R.png","m"
"7",7,"12.png","4.png","z"
"8",8,"10_R.png","4_R.png","m"
"9",9,"2_R.png","2_R.png","z"
"10",10,"10.png","4.png","m"
"11",11,"7.png","1.png","z"
"12",12,"4_R.png","2_R.png","m"
"13",13,"9.png","3.png","z"
"14",14,"12_R.png","4_R.png","m"
"15",15,"3.png","1.png","z"
"16",16,"4.png","2.png","z"
"17",17,"6.png","2.png","m"
"18",18,"6_R.png","2_R.png","m"
"19",19,"1.png","1.png","z"
"20",20,"1_R.png","1_R.png","m"
"21",21,"11_R.png","3_R.png","m"
"22",22,"8.png","2.png","m"
"23",23,"5.png","1.png","z"
"24",24,"8_R.png","2_R.png","m"
