"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"2_R.png","2_R.png","m"
"2",2,"12.png","4.png","m"
"3",3,"7_R.png","1_R.png","z"
"4",4,"7.png","1.png","m"
"5",5,"5.png","1.png","z"
"6",6,"3_R.png","1_R.png","z"
"7",7,"11.png","3.png","z"
"8",8,"2.png","2.png","z"
"9",9,"3.png","1.png","z"
"10",10,"4.png","2.png","m"
"11",11,"8.png","2.png","m"
"12",12,"9.png","3.png","m"
"13",13,"1.png","1.png","m"
"14",14,"5_R.png","1_R.png","m"
"15",15,"10_R.png","4_R.png","m"
"16",16,"12_R.png","4_R.png","z"
"17",17,"10.png","4.png","z"
"18",18,"11_R.png","3_R.png","m"
"19",19,"1_R.png","1_R.png","m"
"20",20,"6_R.png","2_R.png","m"
"21",21,"4_R.png","2_R.png","z"
"22",22,"8_R.png","2_R.png","z"
"23",23,"6.png","2.png","z"
"24",24,"9_R.png","3_R.png","z"
