"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"11_R.png","3_R.png","m"
"2",2,"11.png","3.png","z"
"3",3,"12.png","4.png","m"
"4",4,"1_R.png","1_R.png","m"
"5",5,"4_R.png","2_R.png","z"
"6",6,"12_R.png","4_R.png","z"
"7",7,"5.png","1.png","z"
"8",8,"3_R.png","1_R.png","z"
"9",9,"9_R.png","3_R.png","z"
"10",10,"10_R.png","4_R.png","m"
"11",11,"3.png","1.png","z"
"12",12,"6_R.png","2_R.png","m"
"13",13,"5_R.png","1_R.png","m"
"14",14,"6.png","2.png","m"
"15",15,"9.png","3.png","z"
"16",16,"7_R.png","1_R.png","m"
"17",17,"2_R.png","2_R.png","z"
"18",18,"2.png","2.png","m"
"19",19,"4.png","2.png","z"
"20",20,"10.png","4.png","m"
"21",21,"8.png","2.png","z"
"22",22,"8_R.png","2_R.png","m"
"23",23,"7.png","1.png","m"
"24",24,"1.png","1.png","z"
