"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"9_R.png","3_R.png","m"
"2",2,"8.png","2.png","z"
"3",3,"12.png","4.png","z"
"4",4,"8_R.png","2_R.png","m"
"5",5,"1.png","1.png","m"
"6",6,"5.png","1.png","m"
"7",7,"6.png","2.png","m"
"8",8,"3.png","1.png","z"
"9",9,"10.png","4.png","z"
"10",10,"5_R.png","1_R.png","z"
"11",11,"11_R.png","3_R.png","z"
"12",12,"7.png","1.png","z"
"13",13,"4_R.png","2_R.png","m"
"14",14,"11.png","3.png","m"
"15",15,"12_R.png","4_R.png","m"
"16",16,"9.png","3.png","z"
"17",17,"2.png","2.png","z"
"18",18,"7_R.png","1_R.png","m"
"19",19,"1_R.png","1_R.png","z"
"20",20,"10_R.png","4_R.png","z"
"21",21,"6_R.png","2_R.png","z"
"22",22,"4.png","2.png","z"
"23",23,"3_R.png","1_R.png","m"
"24",24,"2_R.png","2_R.png","m"
