"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"1_R.png","1_R.png","null"
"2",2,"4_R.png","2_R.png","z"
"3",3,"12.png","4.png","m"
"4",4,"5_R.png","1_R.png","m"
"5",5,"2_R.png","2_R.png","m"
"6",6,"8_R.png","2_R.png","z"
"7",7,"4.png","2.png","m"
"8",8,"7_R.png","1_R.png","z"
"9",9,"6_R.png","2_R.png","m"
"10",10,"11_R.png","3_R.png","m"
"11",11,"3.png","1.png","m"
"12",12,"3_R.png","1_R.png","z"
"13",13,"10_R.png","4_R.png","m"
"14",14,"11.png","3.png","z"
"15",15,"5.png","1.png","z"
"16",16,"7.png","1.png","m"
"17",17,"9_R.png","3_R.png","z"
"18",18,"8.png","2.png","m"
"19",19,"12_R.png","4_R.png","z"
"20",20,"2.png","2.png","null"
"21",21,"10.png","4.png","z"
"22",22,"6.png","2.png","z"
"23",23,"9.png","3.png","m"
"24",24,"1.png","1.png","z"
