"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"6.png","2.png","z"
"2",2,"8.png","2.png","m"
"3",3,"3_R.png","1_R.png","m"
"4",4,"8_R.png","2_R.png","z"
"5",5,"5_R.png","1_R.png","z"
"6",6,"2_R.png","2_R.png","m"
"7",7,"1.png","1.png","m"
"8",8,"11_R.png","3_R.png","m"
"9",9,"10.png","4.png","m"
"10",10,"9_R.png","3_R.png","null"
"11",11,"2.png","2.png","z"
"12",12,"3.png","1.png","z"
"13",13,"9.png","3.png","m"
"14",14,"12_R.png","4_R.png","m"
"15",15,"7.png","1.png","z"
"16",16,"4.png","2.png","m"
"17",17,"7_R.png","1_R.png","z"
"18",18,"11.png","3.png","z"
"19",19,"4_R.png","2_R.png","m"
"20",20,"6_R.png","2_R.png","z"
"21",21,"12.png","4.png","m"
"22",22,"5.png","1.png","z"
"23",23,"10_R.png","4_R.png","m"
"24",24,"1_R.png","1_R.png","z"
