"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"9.png","3.png","m"
"2",2,"7.png","1.png","z"
"3",3,"6_R.png","2_R.png","m"
"4",4,"7_R.png","1_R.png","m"
"5",5,"3_R.png","1_R.png","m"
"6",6,"5_R.png","1_R.png","z"
"7",7,"9_R.png","3_R.png","m"
"8",8,"5.png","1.png","m"
"9",9,"12.png","4.png","m"
"10",10,"2.png","2.png","m"
"11",11,"4.png","2.png","z"
"12",12,"11_R.png","3_R.png","z"
"13",13,"8_R.png","2_R.png","m"
"14",14,"11.png","3.png","m"
"15",15,"4_R.png","2_R.png","z"
"16",16,"10.png","4.png","m"
"17",17,"10_R.png","4_R.png","z"
"18",18,"1.png","1.png","m"
"19",19,"2_R.png","2_R.png","z"
"20",20,"3.png","1.png","z"
"21",21,"8.png","2.png","m"
"22",22,"1_R.png","1_R.png","m"
"23",23,"6.png","2.png","m"
"24",24,"12_R.png","4_R.png","z"
