"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"2_R.png","2_R.png","m"
"2",2,"7_R.png","1_R.png","z"
"3",3,"5_R.png","1_R.png","m"
"4",4,"12_R.png","4_R.png","z"
"5",5,"4.png","2.png","m"
"6",6,"9.png","3.png","m"
"7",7,"4_R.png","2_R.png","z"
"8",8,"2.png","2.png","m"
"9",9,"10_R.png","4_R.png","m"
"10",10,"8_R.png","2_R.png","z"
"11",11,"1_R.png","1_R.png","m"
"12",12,"3_R.png","1_R.png","z"
"13",13,"11_R.png","3_R.png","m"
"14",14,"8.png","2.png","m"
"15",15,"10.png","4.png","z"
"16",16,"3.png","1.png","m"
"17",17,"5.png","1.png","z"
"18",18,"1.png","1.png","z"
"19",19,"7.png","1.png","m"
"20",20,"6_R.png","2_R.png","m"
"21",21,"6.png","2.png","z"
"22",22,"9_R.png","3_R.png","z"
"23",23,"12.png","4.png","m"
"24",24,"11.png","3.png","z"
