"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"11_R.png","3_R.png","m"
"2",2,"8_R.png","2_R.png","z"
"3",3,"1_R.png","1_R.png","m"
"4",4,"12_R.png","4_R.png","z"
"5",5,"3_R.png","1_R.png","z"
"6",6,"3.png","1.png","m"
"7",7,"2.png","2.png","z"
"8",8,"10_R.png","4_R.png","m"
"9",9,"11.png","3.png","z"
"10",10,"4.png","2.png","z"
"11",11,"5_R.png","1_R.png","m"
"12",12,"6.png","2.png","z"
"13",13,"9.png","3.png","m"
"14",14,"1.png","1.png","z"
"15",15,"7.png","1.png","m"
"16",16,"2_R.png","2_R.png","m"
"17",17,"10.png","4.png","z"
"18",18,"12.png","4.png","z"
"19",19,"6_R.png","2_R.png","m"
"20",20,"5.png","1.png","m"
"21",21,"7_R.png","1_R.png","z"
"22",22,"8.png","2.png","m"
"23",23,"4_R.png","2_R.png","z"
"24",24,"9_R.png","3_R.png","z"
