"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"2_R.png","2_R.png","z"
"2",2,"4_R.png","2_R.png","z"
"3",3,"10_R.png","4_R.png","z"
"4",4,"8.png","2.png","z"
"5",5,"2.png","2.png","m"
"6",6,"5_R.png","1_R.png","z"
"7",7,"7_R.png","1_R.png","z"
"8",8,"6.png","2.png","m"
"9",9,"11_R.png","3_R.png","z"
"10",10,"3.png","1.png","z"
"11",11,"3_R.png","1_R.png","m"
"12",12,"9.png","3.png","z"
"13",13,"4.png","2.png","z"
"14",14,"12.png","4.png","z"
"15",15,"9_R.png","3_R.png","z"
"16",16,"5.png","1.png","z"
"17",17,"1_R.png","1_R.png","z"
"18",18,"6_R.png","2_R.png","z"
"19",19,"11.png","3.png","m"
"20",20,"12_R.png","4_R.png","m"
"21",21,"10.png","4.png","m"
"22",22,"1.png","1.png","m"
"23",23,"8_R.png","2_R.png","m"
"24",24,"7.png","1.png","m"
