"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"4_R.png","2_R.png","m"
"2",2,"11_R.png","3_R.png","z"
"3",3,"11.png","3.png","m"
"4",4,"12_R.png","4_R.png","z"
"5",5,"8_R.png","2_R.png","m"
"6",6,"6.png","2.png","m"
"7",7,"1_R.png","1_R.png","m"
"8",8,"4.png","2.png","z"
"9",9,"9.png","3.png","m"
"10",10,"7_R.png","1_R.png","z"
"11",11,"3.png","1.png","z"
"12",12,"5_R.png","1_R.png","m"
"13",13,"3_R.png","1_R.png","m"
"14",14,"2.png","2.png","z"
"15",15,"5.png","1.png","m"
"16",16,"7.png","1.png","z"
"17",17,"10_R.png","4_R.png","m"
"18",18,"12.png","4.png","z"
"19",19,"9_R.png","3_R.png","m"
"20",20,"2_R.png","2_R.png","z"
"21",21,"6_R.png","2_R.png","m"
"22",22,"8.png","2.png","z"
"23",23,"1.png","1.png","m"
"24",24,"10.png","4.png","z"
