"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"5_R.png","1_R.png","z"
"2",2,"12.png","4.png","m"
"3",3,"5.png","1.png","z"
"4",4,"1.png","1.png","z"
"5",5,"4.png","2.png","z"
"6",6,"12_R.png","4_R.png","z"
"7",7,"2_R.png","2_R.png","z"
"8",8,"3.png","1.png","z"
"9",9,"11_R.png","3_R.png","z"
"10",10,"11.png","3.png","m"
"11",11,"4_R.png","2_R.png","m"
"12",12,"9.png","3.png","z"
"13",13,"7_R.png","1_R.png","m"
"14",14,"6.png","2.png","m"
"15",15,"10_R.png","4_R.png","m"
"16",16,"2.png","2.png","m"
"17",17,"6_R.png","2_R.png","z"
"18",18,"8_R.png","2_R.png","m"
"19",19,"3_R.png","1_R.png","m"
"20",20,"7.png","1.png","z"
"21",21,"9_R.png","3_R.png","m"
"22",22,"1_R.png","1_R.png","z"
"23",23,"10.png","4.png","m"
"24",24,"8.png","2.png","z"
